system,participant_id,src_ref,cmn_sample,other_sample,other_accent,diff_XCOMET-QE,diff_MetricX-QE,diff_LinguaPy,diff_XCOMET-QE-Strict,diff_MetricX-QE-Strict
tower_canary-v2,001,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,190,195,TYN,0.024931535124778748,-20.53785228729248,100,-0.20051680505275726,0.4146385192871094
tower_owsm4.0-ctc,001,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,190,195,TYN,0.5682468265295029,-12.728426456451416,0,0.5682468265295029,-12.728426456451416
tower_seamlessm4t,001,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,190,195,TYN,0.495307058095932,-4.727266311645508,0,0.495307058095932,-4.727266311645508
tower_whisper,001,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,190,195,TYN,0.5059824287891388,-5.7853171825408936,0,0.5059824287891388,-5.7853171825408936
qwen2audio-7b,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,0.03327421844005585,10.154027938842773,100,-0.22302596271038055,21.907150268554688
phi4multimodal,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,0.3943849056959152,5.533231973648071,0,0.3943849056959152,5.533231973648071
desta2-8b,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,0.29030629992485046,-10.981895446777344,0,0.29030629992485046,-10.981895446777344
voxtral-small-24b,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,0.09471528232097626,-2.1729283332824707,0,0.09471528232097626,-2.1729283332824707
canary-v2,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,0.03389996290206909,-1.157571792602539,100,-0.19285009801387787,0.4970359802246094
whisper,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,0.36677658557891846,-4.386083602905273,100,-0.14281392097473145,8.523164749145508
seamlessm4t,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,-0.09899072721600533,2.5717735290527344,0,-0.09899072721600533,2.5717735290527344
owsm4.0-ctc,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,0.01503784954547882,-5.428991317749023,0,0.01503784954547882,-5.428991317749023
aya_canary-v2,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,-0.08224353194236755,-2.7767367362976074,0,-0.08224353194236755,-2.7767367362976074
aya_owsm4.0-ctc,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,0.11312878131866455,-3.9614009857177734,0,0.11312878131866455,-3.9614009857177734
aya_seamlessm4t,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,0.29267749190330505,7.061903953552246,0,0.29267749190330505,7.061903953552246
aya_whisper,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,0.200619637966156,-4.883579254150391,0,0.200619637966156,-4.883579254150391
gemma_owsm4.0-ctc,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,0.26659972965717316,2.2037715911865234,0,0.26659972965717316,2.2037715911865234
gemma_seamlessm4t,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,0.2895861715078354,6.048501968383789,0,0.2895861715078354,6.048501968383789
gemma_whisper,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,0.3489554598927498,-7.408977508544922,0,0.3489554598927498,-7.408977508544922
tower_canary-v2,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,0.023357614874839783,11.34749984741211,0,0.0,0.0
tower_owsm4.0-ctc,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,0.17754532396793365,-7.017353057861328,0,0.17754532396793365,-7.017353057861328
tower_seamlessm4t,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,0.22556686401367188,8.807760238647461,0,0.22556686401367188,8.807760238647461
tower_whisper,001,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,192,197,TYN,0.1684686690568924,-6.598196983337402,0,0.1684686690568924,-6.598196983337402
qwen2audio-7b,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,0.3867446482181549,-7.4374003410339355,0,0.3867446482181549,-7.4374003410339355
phi4multimodal,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,0.576539471745491,-9.225698471069336,0,0.576539471745491,-9.225698471069336
desta2-8b,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,0.42609022557735443,-12.781168222427368,0,0.42609022557735443,-12.781168222427368
voxtral-small-24b,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,-0.029048502445220947,-0.24502801895141602,0,-0.029048502445220947,-0.24502801895141602
canary-v2,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,-0.004904910922050476,-11.184599876403809,100,-0.21223019063472748,1.1755142211914062
whisper,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,0.08957329392433167,0.10285663604736328,-100,0.26004961133003235,-12.762381553649902
seamlessm4t,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,0.31711799651384354,-17.707112312316895,0,0.31711799651384354,-17.707112312316895
owsm4.0-ctc,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,0.0002867579460144043,1.818643569946289,0,0.0002867579460144043,1.818643569946289
aya_canary-v2,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,0.2415979765355587,3.101499557495117,0,0.2415979765355587,3.101499557495117
aya_owsm4.0-ctc,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,0.44620510935783386,-6.524261236190796,0,0.44620510935783386,-6.524261236190796
aya_seamlessm4t,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,-0.014906167984008789,-0.18838763236999512,0,-0.014906167984008789,-0.18838763236999512
aya_whisper,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,0.49379562586545944,-13.585058689117432,0,0.49379562586545944,-13.585058689117432
gemma_owsm4.0-ctc,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,0.46143266558647156,-19.98298668861389,0,0.46143266558647156,-19.98298668861389
gemma_seamlessm4t,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,0.35095009207725525,-4.867629289627075,0,0.35095009207725525,-4.867629289627075
gemma_whisper,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,0.6045447923243046,-12.449201107025146,0,0.6045447923243046,-12.449201107025146
tower_canary-v2,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,0.014869317412376404,13.654491424560547,-100,0.2120763510465622,-6.676813125610352
tower_owsm4.0-ctc,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,0.547571524977684,-14.176303386688232,0,0.547571524977684,-14.176303386688232
tower_seamlessm4t,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,0.37721002101898193,-8.55979323387146,0,0.37721002101898193,-8.55979323387146
tower_whisper,003,一会儿 他们俩就商量好了 那个人马上就把袍子脱了下来 到了末了 北风就卯足了劲儿 拼命的吹 就算他的本领大 北风跟太阳正在那争论谁的本领大 所以北风不得不承认 可是 只好就算了 说 谁能先叫这个过路的把他的袍子脱下来 有一回 他吹的越厉害 太阳出来一晒 来了一个过路的 身上穿了一件厚袍子 那个人就把他的袍子裹得越紧 北风没辙了 还是太阳比他的本领大 说着说着,257,262,WHN,0.5890791416168213,-15.737917423248291,0,0.5890791416168213,-15.737917423248291
qwen2audio-7b,003,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,259,264,WHN,-0.09710855036973953,-0.7187099456787109,0,-0.09710855036973953,-0.7187099456787109
phi4multimodal,003,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,259,264,WHN,0.12270386517047882,-9.866436958312988,0,0.12270386517047882,-9.866436958312988
desta2-8b,003,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,259,264,WHN,0.22406336665153503,-7.926544189453125,0,0.22406336665153503,-7.926544189453125
voxtral-small-24b,003,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,259,264,WHN,0.40514689683914185,-7.146391868591309,0,0.40514689683914185,-7.146391868591309
canary-v2,003,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,259,264,WHN,0.011457830667495728,1.9689216613769531,100,-0.21490707993507385,5.362239837646484
whisper,003,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,259,264,WHN,0.32460273802280426,3.72574520111084,0,0.0,0.0
seamlessm4t,003,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,259,264,WHN,0.017870500683784485,-6.8592987060546875,0,0.017870500683784485,-6.8592987060546875
owsm4.0-ctc,003,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,259,264,WHN,0.013883069157600403,1.2643489837646484,0,0.013883069157600403,1.2643489837646484
aya_canary-v2,003,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,259,264,WHN,0.025974184274673462,12.40532398223877,0,0.025974184274673462,12.40532398223877
aya_owsm4.0-ctc,003,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,259,264,WHN,0.10316687822341919,9.402196884155273,0,0.10316687822341919,9.402196884155273
aya_seamlessm4t,003,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,259,264,WHN,0.14946788549423218,-0.6784420013427734,0,0.14946788549423218,-0.6784420013427734
aya_whisper,003,暗梅幽闻花 卧枝伤恨底 遥闻卧似水 易透达春绿 岸似绿 岸似透绿 岸似透黛绿,259,264,WHN,0.08945780992507935,-2.3884010314941406,0,0.08945780992507935,-2.3884010314941406
